Name,Timestamp,Time,Temperature,Temp Min,Temp Max,Humidity
Cholet,1685003610,10:33:30 25-05-2023 ,15.14,15.14,15.73,70.00
Cholet,1685003660,10:34:20 25-05-2023 ,15.14,15.14,15.73,70.00
Cholet,1685004211,10:43:31 25-05-2023 ,15.14,15.14,15.73,70.00
Cholet,1685004263,10:44:23 25-05-2023 ,15.14,15.14,15.73,70.00
Cholet,1685004813,10:53:33 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685004864,10:54:24 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685005414,11:03:34 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685005466,11:04:26 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685006016,11:13:36 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685006068,11:14:28 25-05-2023 ,16.25,15.58,16.29,66.00
Cholet,1685006618,11:23:38 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685006669,11:24:29 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685007219,11:33:39 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685007270,11:34:30 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685007820,11:43:40 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685007871,11:44:31 25-05-2023 ,16.25,16.25,16.58,62.00
Cholet,1685008422,11:53:42 25-05-2023 ,17.92,16.58,17.92,56.00
Cholet,1685008473,11:54:33 25-05-2023 ,17.92,16.58,17.92,56.00
Cholet,1685009024,12:03:44 25-05-2023 ,17.92,16.58,17.92,56.00
Cholet,1685009074,12:04:34 25-05-2023 ,17.92,16.58,17.92,56.00
Cholet,1685009626,12:13:46 25-05-2023 ,17.92,16.84,17.92,56.00
Cholet,1685009676,12:14:36 25-05-2023 ,17.92,16.84,17.92,56.00
Cholet,1685010180,12:23:00 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010180,12:23:00 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010180,12:23:00 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010180,12:23:00 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010180,12:23:00 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010847,12:34:07 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685010880,12:34:40 25-05-2023 ,17.92,16.84,17.92,52.00
Cholet,1685049290,23:14:50 25-05-2023 ,18.58,15.73,18.58,80.00
Cholet,1685049896,23:24:56 25-05-2023 ,18.58,15.73,18.58,80.00
